0	0.5365	0.5035	0	0	0	0	0.5365	0.5035	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0
0	0.447	0.924	0	0.447	0.924	0	0.447	0.924	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.2
0	0.5365	0.5035	0	0	0	0	0.5365	0.5035	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
2.674	1.367	1.7945	2.674	1.367	1.7945	0.947	0.4465	0.9285	0.667	0.3335	0.25	0.667	0.3335	0.25	0	0	0	0	0.1	0.1	0	0	0
0	0.4735	0.4345	0	0.4735	0.4345	0	0.4735	0.4345	0	0	0	0	0	0	0	0	0	0.25	0.1	0.1	0	0.2	0
25.225	5.7725	0.87	25.225	5.7725	0.87	11.602	0.954	0.87	0.48	0.4775	0	0.447	0.4695	0	0.288	0.5	0	0	0	0.2	0	0	0
1.018	0.4545	1.386	1.018	0.4545	0.8855	1.018	0.4545	0.9275	0	0	0	0	0	0	0	0	0	0	0.4165	0.2665	0	0.1665	0.1
2.678	0	3.0945	1.803	0	1.967	1.785	0	1.1275	0.333	0	0.4	1	0	0.5	0	0	0.5	0.6	0	0	0.4	0.1	0
0	0.4965	0	0	0.4965	0	0	0.4965	0	0	0	0	0	0	0	0	0	0	0	0.2	0.1	0	0	0
0	0	6.835	0	0	4.964	0	0	2.298	0	0	0.6445	0	0	0.702	0	0	0.6665	0	0	0.2555	0	0	0.2
7.3	0	0	6.4	0	0	5.511	0	0	0.524	0	0	0.667	0	0	0.3	0	0	0	0.5	0	0	0.5	0.5
0	0.8825	0	0	0.8825	0	0	0.447	0	0	0.5	0	0	0.5	0	0	0	0	0	0.5	0.2	0	0.5	0.1
0	1.3765	5.5035	0	0.484	4.542	0	0.893	2.602	0	0.1665	0.389	0	0	0.4165	0	0	0.25	1	0.3	0.4585	1	0.1	0.4445
0	0.4865	3.666	0	0	3.666	0	0.4865	1.4035	0	0	0.2855	0	0	0.2855	0	0	0.1665	0	0.7	0.4665	0	0.6	0.3
0	0	0.4545	0	0	0.4545	0	0	0.4545	0	0	0	0	0	0	0	0	0	0	0.1665	0.4165	0	0	0.1665
0	1.386	0	0	0.8855	0	0	0.9275	0	0	0	0	0	0	0	0	0	0	0.8	0.2665	0.5	1	0.1	0.4445
0	17.9675	0.46	0	17.3445	0.46	0	4.448	0.46	0	0.1235	0	0	0.1285	0	0	0.0535	0	0	0	0	0	0.1	0.1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.5
3.543	5.4275	2.244	3.543	2.8425	0.8795	1.719	3.462	1.3645	0.833	0.3	0.05	0.667	0.4	0.5	1	0.143	0	0	0.1665	0	0	0	0
0	1.595	0	0	0.972	0	0	1.1305	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0.1	0.3335	0.2	0	0.6665
0	0.4545	1.895	0	0.4545	1.3945	0	0.4545	1.4365	0	0	0	0	0	0	0	0	0	0.5	0.1665	0.1665	0	0.1665	0
